"helper","receiver","helper.sex","helper.type","receiver.sex","kinship","help.rate","dyad","reciprocal.dyad","udyad","reciprocal.help.rate"
"BB-7507","BB-17337","M","Resident Male","F",0,0,"BB-7507-->BB-17337","BB-17337-->BB-7507","BB-17337_BB-7507",NA
"BB-7507","BB-7505","M","Resident Male","F",0,0,"BB-7507-->BB-7505","BB-7505-->BB-7507","BB-7505_BB-7507",NA
"BB-7507","BB-7506","M","Resident Male","F",0,0,"BB-7507-->BB-7506","BB-7506-->BB-7507","BB-7506_BB-7507",NA
"BB-7507","BB-7613","M","Resident Male","F",0,0.0458333333333333,"BB-7507-->BB-7613","BB-7613-->BB-7507","BB-7507_BB-7613",NA
"BB-7507","BB-9533","M","Resident Male","F",0,0,"BB-7507-->BB-9533","BB-9533-->BB-7507","BB-7507_BB-9533",NA
"BB-7509","BB-7536","M","Immigrant Male","F",-0.1559,0.01,"BB-7509-->BB-7536","BB-7536-->BB-7509","BB-7509_BB-7536",NA
"BB-7511","BB-7535","M","Immigrant Male","F",-0.1606,0.00833333333333333,"BB-7511-->BB-7535","BB-7535-->BB-7511","BB-7511_BB-7535",0
"BB-7512","BB-7535","F","Resident Female","F",0,0.00277777777777778,"BB-7512-->BB-7535","BB-7535-->BB-7512","BB-7512_BB-7535",NA
"BB-7512","BB-7536","F","Resident Female","F",0.5,0.0508333333333333,"BB-7512-->BB-7536","BB-7536-->BB-7512","BB-7512_BB-7536",NA
"BB-7518","BB-17202","F","Immigrant Female","F",0.2138,0,"BB-7518-->BB-17202","BB-17202-->BB-7518","BB-17202_BB-7518",0.00833333333333333
"BB-7518","BB-17308","F","Immigrant Female","F",0.0416,0.0638888888888889,"BB-7518-->BB-17308","BB-17308-->BB-7518","BB-17308_BB-7518",0.000925925925925926
"BB-7521","BB-7536","F","Immigrant Female","F",-0.0841,0,"BB-7521-->BB-7536","BB-7536-->BB-7521","BB-7521_BB-7536",NA
"BB-7524","BB-11976","M","Resident Male","F",0,0,"BB-7524-->BB-11976","BB-11976-->BB-7524","BB-11976_BB-7524",NA
"BB-7524","BB-17202","M","Resident Male","F",0.5,0.2625,"BB-7524-->BB-17202","BB-17202-->BB-7524","BB-17202_BB-7524",NA
"BB-7524","BB-7506","M","Resident Male","F",0,0,"BB-7524-->BB-7506","BB-7506-->BB-7524","BB-7506_BB-7524",NA
"BB-7528","BB-11976","M","Resident Male","F",0,0.00648148148148148,"BB-7528-->BB-11976","BB-11976-->BB-7528","BB-11976_BB-7528",NA
"BB-7529","BB-11949","M","Resident Male","F",0.5,0.00833333333333333,"BB-7529-->BB-11949","BB-11949-->BB-7529","BB-11949_BB-7529",NA
"BB-7529","BB-11976","M","Resident Male","F",0,0.048015873015873,"BB-7529-->BB-11976","BB-11976-->BB-7529","BB-11976_BB-7529",NA
"BB-7529","BB-17202","M","Resident Male","F",0,0,"BB-7529-->BB-17202","BB-17202-->BB-7529","BB-17202_BB-7529",NA
"BB-7529","BB-17306","M","Resident Male","F",0,0,"BB-7529-->BB-17306","BB-17306-->BB-7529","BB-17306_BB-7529",NA
"BB-7529","BB-17337","M","Resident Male","F",0,0.0277777777777778,"BB-7529-->BB-17337","BB-17337-->BB-7529","BB-17337_BB-7529",NA
"BB-7529","BB-7505","M","Resident Male","F",0,0,"BB-7529-->BB-7505","BB-7505-->BB-7529","BB-7505_BB-7529",NA
"BB-7529","BB-7506","M","Resident Male","F",0,0.00833333333333333,"BB-7529-->BB-7506","BB-7506-->BB-7529","BB-7506_BB-7529",NA
"BB-7529","BB-7613","M","Resident Male","F",0,0,"BB-7529-->BB-7613","BB-7613-->BB-7529","BB-7529_BB-7613",NA
"BB-7530","BB-11949","M","Resident Male","F",0.5,0.0166666666666667,"BB-7530-->BB-11949","BB-11949-->BB-7530","BB-11949_BB-7530",NA
"BB-7530","BB-11976","M","Resident Male","F",0,0.0115384615384615,"BB-7530-->BB-11976","BB-11976-->BB-7530","BB-11976_BB-7530",NA
"BB-7530","BB-17202","M","Resident Male","F",0,0,"BB-7530-->BB-17202","BB-17202-->BB-7530","BB-17202_BB-7530",NA
"BB-7530","BB-17306","M","Resident Male","F",0,0,"BB-7530-->BB-17306","BB-17306-->BB-7530","BB-17306_BB-7530",NA
"BB-7530","BB-17337","M","Resident Male","F",0,0.0203703703703704,"BB-7530-->BB-17337","BB-17337-->BB-7530","BB-17337_BB-7530",NA
"BB-7530","BB-7505","M","Resident Male","F",0,0,"BB-7530-->BB-7505","BB-7505-->BB-7530","BB-7505_BB-7530",NA
"BB-7530","BB-7506","M","Resident Male","F",0,0.0708333333333333,"BB-7530-->BB-7506","BB-7506-->BB-7530","BB-7506_BB-7530",NA
"BB-7530","BB-7613","M","Resident Male","F",0,0,"BB-7530-->BB-7613","BB-7613-->BB-7530","BB-7530_BB-7613",NA
"BB-7535","BB-7536","F","Immigrant Female","F",-0.1664,0,"BB-7535-->BB-7536","BB-7536-->BB-7535","BB-7535_BB-7536",NA
"BB-7538","BB-11976","M","Resident Male","F",0,0,"BB-7538-->BB-11976","BB-11976-->BB-7538","BB-11976_BB-7538",NA
"BB-7538","BB-17202","M","Resident Male","F",0,0,"BB-7538-->BB-17202","BB-17202-->BB-7538","BB-17202_BB-7538",NA
"BB-7538","BB-17306","M","Resident Male","F",0,0,"BB-7538-->BB-17306","BB-17306-->BB-7538","BB-17306_BB-7538",NA
"BB-7538","BB-17337","M","Resident Male","F",0,0,"BB-7538-->BB-17337","BB-17337-->BB-7538","BB-17337_BB-7538",NA
"BB-7538","BB-7505","M","Resident Male","F",0,0,"BB-7538-->BB-7505","BB-7505-->BB-7538","BB-7505_BB-7538",NA
"BB-7538","BB-7506","M","Resident Male","F",0,0,"BB-7538-->BB-7506","BB-7506-->BB-7538","BB-7506_BB-7538",NA
"BB-7538","BB-7613","M","Resident Male","F",0,0,"BB-7538-->BB-7613","BB-7613-->BB-7538","BB-7538_BB-7613",NA
"BB-7539","BB-17209","M","Resident Male","F",0.5,0.00833333333333333,"BB-7539-->BB-17209","BB-17209-->BB-7539","BB-17209_BB-7539",NA
"BB-7539","BB-17393","M","Resident Male","F",0,0,"BB-7539-->BB-17393","BB-17393-->BB-7539","BB-17393_BB-7539",NA
"BB-7539","BB-17394","M","Resident Male","F",0,0,"BB-7539-->BB-17394","BB-17394-->BB-7539","BB-17394_BB-7539",NA
"BB-7539","BB-7610","M","Resident Male","F",0,0,"BB-7539-->BB-7610","BB-7610-->BB-7539","BB-7539_BB-7610",NA
"BB-7550","BB-17202","F","Resident Female","F",0,0,"BB-7550-->BB-17202","BB-17202-->BB-7550","BB-17202_BB-7550",NA
"BB-7550","BB-17308","F","Resident Female","F",0.5,0,"BB-7550-->BB-17308","BB-17308-->BB-7550","BB-17308_BB-7550",NA
"BB-7550","BB-7518","F","Resident Female","F",0,0,"BB-7550-->BB-7518","BB-7518-->BB-7550","BB-7518_BB-7550",NA
"BB-7551","BB-11976","M","Resident Male","F",0,0,"BB-7551-->BB-11976","BB-11976-->BB-7551","BB-11976_BB-7551",NA
"BB-7551","BB-17202","M","Resident Male","F",0,0,"BB-7551-->BB-17202","BB-17202-->BB-7551","BB-17202_BB-7551",NA
"BB-7551","BB-17306","M","Resident Male","F",0,0,"BB-7551-->BB-17306","BB-17306-->BB-7551","BB-17306_BB-7551",NA
"BB-7551","BB-17337","M","Resident Male","F",0,0,"BB-7551-->BB-17337","BB-17337-->BB-7551","BB-17337_BB-7551",NA
"BB-7551","BB-7505","M","Resident Male","F",0,0,"BB-7551-->BB-7505","BB-7505-->BB-7551","BB-7505_BB-7551",NA
"BB-7551","BB-7506","M","Resident Male","F",0,0.04375,"BB-7551-->BB-7506","BB-7506-->BB-7551","BB-7506_BB-7551",NA
"BB-7551","BB-7613","M","Resident Male","F",0,0,"BB-7551-->BB-7613","BB-7613-->BB-7551","BB-7551_BB-7613",NA
"BB-7552","BB-11976","M","Resident Male","F",0,0.00625,"BB-7552-->BB-11976","BB-11976-->BB-7552","BB-11976_BB-7552",NA
"BB-7552","BB-17202","M","Resident Male","F",0,0,"BB-7552-->BB-17202","BB-17202-->BB-7552","BB-17202_BB-7552",NA
"BB-7552","BB-17306","M","Resident Male","F",0,0.0214285714285714,"BB-7552-->BB-17306","BB-17306-->BB-7552","BB-17306_BB-7552",NA
"BB-7552","BB-17337","M","Resident Male","F",0,0,"BB-7552-->BB-17337","BB-17337-->BB-7552","BB-17337_BB-7552",NA
"BB-7552","BB-7505","M","Resident Male","F",0,0.0583333333333333,"BB-7552-->BB-7505","BB-7505-->BB-7552","BB-7505_BB-7552",NA
"BB-7552","BB-7506","M","Resident Male","F",0,0,"BB-7552-->BB-7506","BB-7506-->BB-7552","BB-7506_BB-7552",NA
"BB-7552","BB-7613","M","Resident Male","F",0,0,"BB-7552-->BB-7613","BB-7613-->BB-7552","BB-7552_BB-7613",NA
"BB-7553","BB-11976","F","Resident Female","F",0,0,"BB-7553-->BB-11976","BB-11976-->BB-7553","BB-11976_BB-7553",NA
"BB-7563","BB-11997","F","Resident Female","F",0.5,0.222222222222222,"BB-7563-->BB-11997","BB-11997-->BB-7563","BB-11997_BB-7563",NA
"BB-7568","BB-11976","M","Resident Male","F",0.5,0.003125,"BB-7568-->BB-11976","BB-11976-->BB-7568","BB-11976_BB-7568",NA
"BB-7569","BB-11976","M","Resident Male","F",0.5,0.00595238095238095,"BB-7569-->BB-11976","BB-11976-->BB-7569","BB-11976_BB-7569",NA
"BB-7576","BB-17209","F","Resident Female","F",0,0,"BB-7576-->BB-17209","BB-17209-->BB-7576","BB-17209_BB-7576",NA
"BB-7576","BB-17393","F","Resident Female","F",0,0,"BB-7576-->BB-17393","BB-17393-->BB-7576","BB-17393_BB-7576",NA
"BB-7576","BB-17394","F","Resident Female","F",0,0,"BB-7576-->BB-17394","BB-17394-->BB-7576","BB-17394_BB-7576",NA
"BB-7576","BB-7610","F","Resident Female","F",0,0,"BB-7576-->BB-7610","BB-7610-->BB-7576","BB-7576_BB-7610",NA
"BB-7577","BB-17209","M","Resident Male","F",0,0,"BB-7577-->BB-17209","BB-17209-->BB-7577","BB-17209_BB-7577",NA
"BB-7577","BB-17393","M","Resident Male","F",0,0,"BB-7577-->BB-17393","BB-17393-->BB-7577","BB-17393_BB-7577",NA
"BB-7577","BB-17394","M","Resident Male","F",0,0,"BB-7577-->BB-17394","BB-17394-->BB-7577","BB-17394_BB-7577",NA
"BB-7577","BB-7506","M","Resident Male","F",0,0.125,"BB-7577-->BB-7506","BB-7506-->BB-7577","BB-7506_BB-7577",NA
"BB-7577","BB-7610","M","Resident Male","F",0,0,"BB-7577-->BB-7610","BB-7610-->BB-7577","BB-7577_BB-7610",NA
"BB-7577","BB-7620","M","Resident Male","F",0,0,"BB-7577-->BB-7620","BB-7620-->BB-7577","BB-7577_BB-7620",NA
"BB-7578","BB-11976","M","Resident Male","F",0,0.00833333333333333,"BB-7578-->BB-11976","BB-11976-->BB-7578","BB-11976_BB-7578",NA
"BB-7578","BB-17209","M","Resident Male","F",0,0,"BB-7578-->BB-17209","BB-17209-->BB-7578","BB-17209_BB-7578",NA
"BB-7578","BB-17393","M","Resident Male","F",0,0,"BB-7578-->BB-17393","BB-17393-->BB-7578","BB-17393_BB-7578",NA
"BB-7578","BB-17394","M","Resident Male","F",0,0,"BB-7578-->BB-17394","BB-17394-->BB-7578","BB-17394_BB-7578",NA
"BB-7578","BB-7506","M","Resident Male","F",0,0,"BB-7578-->BB-7506","BB-7506-->BB-7578","BB-7506_BB-7578",NA
"BB-7578","BB-7610","M","Resident Male","F",0,0,"BB-7578-->BB-7610","BB-7610-->BB-7578","BB-7578_BB-7610",NA
"BB-7580","BB-11976","F","Resident Female","F",0,0,"BB-7580-->BB-11976","BB-11976-->BB-7580","BB-11976_BB-7580",NA
"BB-7581","BB-11846","M","Immigrant Male","F",NA,0,"BB-7581-->BB-11846","BB-11846-->BB-7581","BB-11846_BB-7581",0
"BB-7581","BB-7585","M","Immigrant Male","F",NA,0.00208333333333333,"BB-7581-->BB-7585","BB-7585-->BB-7581","BB-7581_BB-7585",0.0130952380952381
"BB-7581","BB-7600","M","Immigrant Male","F",NA,0,"BB-7581-->BB-7600","BB-7600-->BB-7581","BB-7581_BB-7600",0.00714285714285714
"BB-7582","BB-11846","M","Immigrant Male","F",NA,0,"BB-7582-->BB-11846","BB-11846-->BB-7582","BB-11846_BB-7582",0
"BB-7582","BB-11997","M","Immigrant Male","F",NA,0.00238095238095238,"BB-7582-->BB-11997","BB-11997-->BB-7582","BB-11997_BB-7582",0
"BB-7582","BB-7600","M","Immigrant Male","F",NA,0,"BB-7582-->BB-7600","BB-7600-->BB-7582","BB-7582_BB-7600",0
"BB-7584","BB-17209","M","Immigrant Male","F",NA,0,"BB-7584-->BB-17209","BB-17209-->BB-7584","BB-17209_BB-7584",NA
"BB-7584","BB-17393","M","Immigrant Male","F",NA,0,"BB-7584-->BB-17393","BB-17393-->BB-7584","BB-17393_BB-7584",NA
"BB-7584","BB-17394","M","Immigrant Male","F",NA,0.272540983606557,"BB-7584-->BB-17394","BB-17394-->BB-7584","BB-17394_BB-7584",NA
"BB-7584","BB-7610","M","Immigrant Male","F",NA,0.0135416666666667,"BB-7584-->BB-7610","BB-7610-->BB-7584","BB-7584_BB-7610",0
"BB-7584","BB-7620","M","Immigrant Male","F",NA,0.0416666666666667,"BB-7584-->BB-7620","BB-7620-->BB-7584","BB-7584_BB-7620",0
"BB-7585","BB-11846","F","Immigrant Female","F",NA,0,"BB-7585-->BB-11846","BB-11846-->BB-7585","BB-11846_BB-7585",0
"BB-7585","BB-11997","F","Immigrant Female","F",NA,0.0197916666666667,"BB-7585-->BB-11997","BB-11997-->BB-7585","BB-11997_BB-7585",0
"BB-7585","BB-7600","F","Immigrant Female","F",NA,0,"BB-7585-->BB-7600","BB-7600-->BB-7585","BB-7585_BB-7600",0
"BB-7589","BB-11976","F","Resident Female","F",0,0.03,"BB-7589-->BB-11976","BB-11976-->BB-7589","BB-11976_BB-7589",NA
"BB-7589","BB-17202","F","Resident Female","F",0,0,"BB-7589-->BB-17202","BB-17202-->BB-7589","BB-17202_BB-7589",NA
"BB-7589","BB-17306","F","Resident Female","F",0,0,"BB-7589-->BB-17306","BB-17306-->BB-7589","BB-17306_BB-7589",NA
"BB-7589","BB-17337","F","Resident Female","F",0,0.0555555555555556,"BB-7589-->BB-17337","BB-17337-->BB-7589","BB-17337_BB-7589",NA
"BB-7589","BB-7505","F","Resident Female","F",0,0,"BB-7589-->BB-7505","BB-7505-->BB-7589","BB-7505_BB-7589",NA
"BB-7589","BB-7506","F","Resident Female","F",0,0.0458333333333333,"BB-7589-->BB-7506","BB-7506-->BB-7589","BB-7506_BB-7589",NA
"BB-7589","BB-7613","F","Resident Female","F",0,0,"BB-7589-->BB-7613","BB-7613-->BB-7589","BB-7589_BB-7613",NA
"BB-7595","BB-17209","M","Resident Male","F",0,0,"BB-7595-->BB-17209","BB-17209-->BB-7595","BB-17209_BB-7595",NA
"BB-7595","BB-17393","M","Resident Male","F",0,0,"BB-7595-->BB-17393","BB-17393-->BB-7595","BB-17393_BB-7595",NA
"BB-7595","BB-17394","M","Resident Male","F",0,0,"BB-7595-->BB-17394","BB-17394-->BB-7595","BB-17394_BB-7595",NA
"BB-7595","BB-7610","M","Resident Male","F",0,0,"BB-7595-->BB-7610","BB-7610-->BB-7595","BB-7595_BB-7610",NA
"BB-7597","BB-11976","M","Resident Male","F",0,0.00333333333333333,"BB-7597-->BB-11976","BB-11976-->BB-7597","BB-11976_BB-7597",NA
"BB-7597","BB-17202","M","Resident Male","F",0,0,"BB-7597-->BB-17202","BB-17202-->BB-7597","BB-17202_BB-7597",NA
"BB-7597","BB-17306","M","Resident Male","F",0,0.0345238095238095,"BB-7597-->BB-17306","BB-17306-->BB-7597","BB-17306_BB-7597",NA
"BB-7597","BB-17337","M","Resident Male","F",0,0,"BB-7597-->BB-17337","BB-17337-->BB-7597","BB-17337_BB-7597",NA
"BB-7597","BB-7505","M","Resident Male","F",0,0,"BB-7597-->BB-7505","BB-7505-->BB-7597","BB-7505_BB-7597",NA
"BB-7597","BB-7506","M","Resident Male","F",0,0,"BB-7597-->BB-7506","BB-7506-->BB-7597","BB-7506_BB-7597",NA
"BB-7597","BB-7613","M","Resident Male","F",0,0,"BB-7597-->BB-7613","BB-7613-->BB-7597","BB-7597_BB-7613",NA
"BB-7598","BB-11976","M","Resident Male","F",0,0.00486111111111111,"BB-7598-->BB-11976","BB-11976-->BB-7598","BB-11976_BB-7598",NA
"BB-7598","BB-17202","M","Resident Male","F",0,0,"BB-7598-->BB-17202","BB-17202-->BB-7598","BB-17202_BB-7598",NA
"BB-7598","BB-17306","M","Resident Male","F",0,0.0316666666666667,"BB-7598-->BB-17306","BB-17306-->BB-7598","BB-17306_BB-7598",NA
"BB-7598","BB-17337","M","Resident Male","F",0,0,"BB-7598-->BB-17337","BB-17337-->BB-7598","BB-17337_BB-7598",NA
"BB-7598","BB-7505","M","Resident Male","F",0,0,"BB-7598-->BB-7505","BB-7505-->BB-7598","BB-7505_BB-7598",NA
"BB-7598","BB-7506","M","Resident Male","F",0,0,"BB-7598-->BB-7506","BB-7506-->BB-7598","BB-7506_BB-7598",NA
"BB-7598","BB-7613","M","Resident Male","F",0,0.0333333333333333,"BB-7598-->BB-7613","BB-7613-->BB-7598","BB-7598_BB-7613",NA
"BB-7599","BB-11976","M","Resident Male","F",0,0,"BB-7599-->BB-11976","BB-11976-->BB-7599","BB-11976_BB-7599",NA
"BB-7599","BB-17202","M","Resident Male","F",0,0,"BB-7599-->BB-17202","BB-17202-->BB-7599","BB-17202_BB-7599",NA
"BB-7599","BB-17306","M","Resident Male","F",0,0,"BB-7599-->BB-17306","BB-17306-->BB-7599","BB-17306_BB-7599",NA
"BB-7599","BB-17337","M","Resident Male","F",0,0,"BB-7599-->BB-17337","BB-17337-->BB-7599","BB-17337_BB-7599",NA
"BB-7599","BB-7505","M","Resident Male","F",0,0,"BB-7599-->BB-7505","BB-7505-->BB-7599","BB-7505_BB-7599",NA
"BB-7599","BB-7506","M","Resident Male","F",0,0,"BB-7599-->BB-7506","BB-7506-->BB-7599","BB-7506_BB-7599",NA
"BB-7599","BB-7613","M","Resident Male","F",0,0,"BB-7599-->BB-7613","BB-7613-->BB-7599","BB-7599_BB-7613",NA
"BB-7600","BB-11846","F","Immigrant Female","F",NA,0,"BB-7600-->BB-11846","BB-11846-->BB-7600","BB-11846_BB-7600",0
"BB-7600","BB-11997","F","Immigrant Female","F",NA,0.00714285714285714,"BB-7600-->BB-11997","BB-11997-->BB-7600","BB-11997_BB-7600",0
"BB-7600","BB-7585","F","Immigrant Female","F",NA,0,"BB-7600-->BB-7585","BB-7585-->BB-7600","BB-7585_BB-7600",0
"BB-7603","BB-11846","F","Resident Female","F",0,0.0111111111111111,"BB-7603-->BB-11846","BB-11846-->BB-7603","BB-11846_BB-7603",NA
"BB-7603","BB-11997","F","Resident Female","F",0,0,"BB-7603-->BB-11997","BB-11997-->BB-7603","BB-11997_BB-7603",NA
"BB-7603","BB-7585","F","Resident Female","F",0,0,"BB-7603-->BB-7585","BB-7585-->BB-7603","BB-7585_BB-7603",NA
"BB-7603","BB-7600","F","Resident Female","F",0,0,"BB-7603-->BB-7600","BB-7600-->BB-7603","BB-7600_BB-7603",NA
"BB-7604","BB-17209","M","Immigrant Male","F",NA,0.12104804777632,"BB-7604-->BB-17209","BB-17209-->BB-7604","BB-17209_BB-7604",NA
"BB-7604","BB-17393","M","Immigrant Male","F",NA,0.104607843137255,"BB-7604-->BB-17393","BB-17393-->BB-7604","BB-17393_BB-7604",NA
"BB-7604","BB-17394","M","Immigrant Male","F",NA,0,"BB-7604-->BB-17394","BB-17394-->BB-7604","BB-17394_BB-7604",NA
"BB-7604","BB-7610","M","Immigrant Male","F",NA,0.000757575757575758,"BB-7604-->BB-7610","BB-7610-->BB-7604","BB-7604_BB-7610",NA
"BB-7604","BB-7620","M","Immigrant Male","F",NA,0,"BB-7604-->BB-7620","BB-7620-->BB-7604","BB-7604_BB-7620",NA
"BB-7609","BB-17209","M","Immigrant Male","F",NA,0,"BB-7609-->BB-17209","BB-17209-->BB-7609","BB-17209_BB-7609",NA
"BB-7609","BB-17393","M","Immigrant Male","F",NA,0,"BB-7609-->BB-17393","BB-17393-->BB-7609","BB-17393_BB-7609",NA
"BB-7609","BB-17394","M","Immigrant Male","F",NA,0.171152094717668,"BB-7609-->BB-17394","BB-17394-->BB-7609","BB-17394_BB-7609",NA
"BB-7609","BB-7610","M","Immigrant Male","F",NA,0.0301282051282051,"BB-7609-->BB-7610","BB-7610-->BB-7609","BB-7609_BB-7610",NA
"BB-7609","BB-7620","M","Immigrant Male","F",NA,0.0104166666666667,"BB-7609-->BB-7620","BB-7620-->BB-7609","BB-7609_BB-7620",NA
"BB-7610","BB-17209","F","Immigrant Female","F",NA,0,"BB-7610-->BB-17209","BB-17209-->BB-7610","BB-17209_BB-7610",0
"BB-7610","BB-17393","F","Immigrant Female","F",NA,0,"BB-7610-->BB-17393","BB-17393-->BB-7610","BB-17393_BB-7610",0
"BB-7610","BB-17394","F","Immigrant Female","F",NA,0,"BB-7610-->BB-17394","BB-17394-->BB-7610","BB-17394_BB-7610",0.0114583333333333
"BB-7610","BB-7620","F","Immigrant Female","F",NA,0.0140625,"BB-7610-->BB-7620","BB-7620-->BB-7610","BB-7610_BB-7620",0.0125
"BB-7611","BB-17209","M","Immigrant Male","F",NA,0,"BB-7611-->BB-17209","BB-17209-->BB-7611","BB-17209_BB-7611",NA
"BB-7611","BB-17393","M","Immigrant Male","F",NA,0,"BB-7611-->BB-17393","BB-17393-->BB-7611","BB-17393_BB-7611",NA
"BB-7611","BB-17394","M","Immigrant Male","F",NA,0.078224043715847,"BB-7611-->BB-17394","BB-17394-->BB-7611","BB-17394_BB-7611",NA
"BB-7611","BB-7610","M","Immigrant Male","F",NA,0.00897435897435898,"BB-7611-->BB-7610","BB-7610-->BB-7611","BB-7610_BB-7611",NA
"BB-7611","BB-7620","M","Immigrant Male","F",NA,0,"BB-7611-->BB-7620","BB-7620-->BB-7611","BB-7611_BB-7620",NA
"BB-7612","BB-17209","F","Immigrant Female","F",NA,0,"BB-7612-->BB-17209","BB-17209-->BB-7612","BB-17209_BB-7612",NA
"BB-7612","BB-17393","F","Immigrant Female","F",NA,0.0357142857142857,"BB-7612-->BB-17393","BB-17393-->BB-7612","BB-17393_BB-7612",NA
"BB-7612","BB-17394","F","Immigrant Female","F",NA,0,"BB-7612-->BB-17394","BB-17394-->BB-7612","BB-17394_BB-7612",NA
"BB-7612","BB-7610","F","Immigrant Female","F",NA,0,"BB-7612-->BB-7610","BB-7610-->BB-7612","BB-7610_BB-7612",NA
"BB-7612","BB-7620","F","Immigrant Female","F",NA,0,"BB-7612-->BB-7620","BB-7620-->BB-7612","BB-7612_BB-7620",NA
"BB-7613","BB-11976","F","Immigrant Female","F",NA,0,"BB-7613-->BB-11976","BB-11976-->BB-7613","BB-11976_BB-7613",0
"BB-7613","BB-17202","F","Immigrant Female","F",NA,0,"BB-7613-->BB-17202","BB-17202-->BB-7613","BB-17202_BB-7613",0
"BB-7613","BB-17306","F","Immigrant Female","F",NA,0,"BB-7613-->BB-17306","BB-17306-->BB-7613","BB-17306_BB-7613",0
"BB-7613","BB-17337","F","Immigrant Female","F",NA,0,"BB-7613-->BB-17337","BB-17337-->BB-7613","BB-17337_BB-7613",0
"BB-7613","BB-7505","F","Immigrant Female","F",NA,0,"BB-7613-->BB-7505","BB-7505-->BB-7613","BB-7505_BB-7613",0
"BB-7613","BB-7506","F","Immigrant Female","F",NA,0,"BB-7613-->BB-7506","BB-7506-->BB-7613","BB-7506_BB-7613",0
"BB-7616","BB-17209","F","Resident Female","F",0,0.0574492753623188,"BB-7616-->BB-17209","BB-17209-->BB-7616","BB-17209_BB-7616",NA
"BB-7616","BB-17393","F","Resident Female","F",0,0.0497222222222222,"BB-7616-->BB-17393","BB-17393-->BB-7616","BB-17393_BB-7616",NA
"BB-7616","BB-17394","F","Resident Female","F",0,0,"BB-7616-->BB-17394","BB-17394-->BB-7616","BB-17394_BB-7616",NA
"BB-7616","BB-7610","F","Resident Female","F",0,0,"BB-7616-->BB-7610","BB-7610-->BB-7616","BB-7610_BB-7616",NA
"BB-7616","BB-7620","F","Resident Female","F",0,0,"BB-7616-->BB-7620","BB-7620-->BB-7616","BB-7616_BB-7620",NA
"BB-7620","BB-17209","F","Immigrant Female","F",NA,0,"BB-7620-->BB-17209","BB-17209-->BB-7620","BB-17209_BB-7620",0
"BB-7620","BB-17393","F","Immigrant Female","F",NA,0,"BB-7620-->BB-17393","BB-17393-->BB-7620","BB-17393_BB-7620",0
"BB-7620","BB-17394","F","Immigrant Female","F",NA,0.116666666666667,"BB-7620-->BB-17394","BB-17394-->BB-7620","BB-17394_BB-7620",0.0260416666666667
"BB-7620","BB-7610","F","Immigrant Female","F",NA,0.0125,"BB-7620-->BB-7610","BB-7610-->BB-7620","BB-7610_BB-7620",0.0140625
"BB-7623","BB-17209","M","Resident Male","F",0,0.06,"BB-7623-->BB-17209","BB-17209-->BB-7623","BB-17209_BB-7623",NA
"BB-7623","BB-17393","M","Resident Male","F",0,0.0135416666666667,"BB-7623-->BB-17393","BB-17393-->BB-7623","BB-17393_BB-7623",NA
"BB-7623","BB-17394","M","Resident Male","F",0,0,"BB-7623-->BB-17394","BB-17394-->BB-7623","BB-17394_BB-7623",NA
"BB-7623","BB-7610","M","Resident Male","F",0,0,"BB-7623-->BB-7610","BB-7610-->BB-7623","BB-7610_BB-7623",NA
"BB-7623","BB-7620","M","Resident Male","F",0,0,"BB-7623-->BB-7620","BB-7620-->BB-7623","BB-7620_BB-7623",NA
"BB-7630","BB-17209","M","Resident Male","F",0,0.0362028985507246,"BB-7630-->BB-17209","BB-17209-->BB-7630","BB-17209_BB-7630",NA
"BB-7630","BB-17393","M","Resident Male","F",0,0.0697222222222222,"BB-7630-->BB-17393","BB-17393-->BB-7630","BB-17393_BB-7630",NA
"BB-7630","BB-17394","M","Resident Male","F",0,0,"BB-7630-->BB-17394","BB-17394-->BB-7630","BB-17394_BB-7630",NA
"BB-7630","BB-7610","M","Resident Male","F",0,0,"BB-7630-->BB-7610","BB-7610-->BB-7630","BB-7610_BB-7630",NA
"BB-7630","BB-7620","M","Resident Male","F",0,0,"BB-7630-->BB-7620","BB-7620-->BB-7630","BB-7620_BB-7630",NA
"BB-7700","BB-7600",NA,"Unknown sex","F",NA,0,"BB-7700-->BB-7600","BB-7600-->BB-7700","BB-7600_BB-7700",NA
"BB-7706","BB-7610",NA,"Unknown sex","F",NA,0,"BB-7706-->BB-7610","BB-7610-->BB-7706","BB-7610_BB-7706",NA
"BB-7707","BB-17394",NA,"Unknown sex","F",NA,0,"BB-7707-->BB-17394","BB-17394-->BB-7707","BB-17394_BB-7707",NA
"BB-7707","BB-7610",NA,"Unknown sex","F",NA,0,"BB-7707-->BB-7610","BB-7610-->BB-7707","BB-7610_BB-7707",NA
"BB-7708","BB-17209",NA,"Unknown sex","F",NA,0,"BB-7708-->BB-17209","BB-17209-->BB-7708","BB-17209_BB-7708",NA
"BB-7708","BB-17393",NA,"Unknown sex","F",NA,0,"BB-7708-->BB-17393","BB-17393-->BB-7708","BB-17393_BB-7708",NA
"BB-7708","BB-7610",NA,"Unknown sex","F",NA,0,"BB-7708-->BB-7610","BB-7610-->BB-7708","BB-7610_BB-7708",NA
"BB-7708","BB-7620",NA,"Unknown sex","F",NA,0,"BB-7708-->BB-7620","BB-7620-->BB-7708","BB-7620_BB-7708",NA
